month,platform,brand,legalEntity,comuna,project,pepCode,campaignName,amount,invoiceId,invoiceDate,paymentDate,paymentReference,referenceId,referenceType,chargeAmountValidation,matched,mappingBrand,cartolaMatchStatus
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Providencia,Rengo,I-ALM-2288,Santiago | AO S | Por Comuna | Providencia,930553,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,Rengo,I-ALM-2288,Santiago | AO S | Tudeptoestupie,69514,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Madagascar,Genérico,Almagro District,I-ALM-2399,Nacional | AO S | Por Categoria | Always On,125015,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Madagascar,Inversionista,Almagro District,I-ALM-2399,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Madagascar,Las Condes,Almagro District,I-ALM-2399,Santiago | AO S | Por Comuna | Las Condes,954009,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Madagascar,PPP,Almagro District,I-ALM-2399,Santiago | AO S | Tudeptoestupie,69515,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Madagascar,Las Condes,Almagro District,I-ALM-2399,Santiago | MR | Almagro District,448016,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Madagascar,Las Condes,Almagro District,I-ALM-2399,Santiago | MR | Almagro District,367,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Nacional | AO S | Por Categoria | Propiedades,55383,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Nacional | AO S | Propiedades | Cuota impresiones,20016,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
